Origin,[Migration_Dim].[list].[Mig_Name].[Code],Dest,1960,1970,1980,1990,2000,gt1000
KAZ,TOT,LVA,0,0,0,14240,8551,true
KAZ,TOT,LBN,37,58,55,209,1765,true
KAZ,TOT,LTU,0,0,0,14391,6566,true
KAZ,TOT,MDA,0,0,0,21091,17294,true
KAZ,TOT,POL,12483,10749,7797,5497,3706,true
KAZ,TOT,QAT,35,312,806,348,2637,true
KAZ,TOT,RUS,1097639,1371420,1486916,1825035,2584955,true
KAZ,TOT,TJK,23671,19668,23388,27788,20901,true
KAZ,TOT,THA,10,262,497,801,2525,true
KAZ,TOT,TUR,1868,1573,1143,1400,5034,true
KAZ,TOT,TKM,12815,12786,14798,16309,11955,true
KAZ,TOT,UKR,0,204927,235611,343730,245072,true
KAZ,TOT,USA,3787,3112,1329,1458,1614,true
KAZ,TOT,UZB,81010,119718,155469,202204,164799,true
KAZ,TOT,YEM,5535,6853,8484,10503,12279,true
KAZ,FEM,AZE,0,0,0,8367,5556,true
KAZ,FEM,BLR,0,0,0,34708,22537,true
KAZ,FEM,CAN,2230,1925,1665,1791,2118,true
KAZ,FEM,CHN,374,132,6,52,1505,true
KAZ,FEM,CZE,105,116,128,842,1083,true
KAZ,FEM,EST,0,0,0,4126,2170,true
KAZ,FEM,FRA,1377,140,354,37,2464,true
KAZ,FEM,GEO,0,0,0,8235,5228,true
KAZ,FEM,DEU,481,412,478,8421,11235,true
KAZ,FEM,GRC,8,16,21,501,1250,true
KAZ,FEM,HKG,1030,1126,46,793,17608,true
KAZ,FEM,IND,472,663,258,1697,2525,true
KAZ,FEM,ISR,3677,4480,8304,19557,38640,true
KAZ,FEM,KGZ,33709,40902,52179,70395,50592,true
KAZ,FEM,LVA,0,0,0,7278,4560,true
KAZ,FEM,LBN,16,29,31,100,1048,true
KAZ,FEM,LTU,0,0,0,7355,3484,true
KAZ,FEM,MDA,0,0,0,11827,9698,true
KAZ,FEM,POL,6713,5773,4255,3024,2021,true
KAZ,FEM,RUS,615519,769047,833813,1023419,1449557,true
KAZ,FEM,TJK,13274,11029,13115,15583,11863,true
KAZ,FEM,THA,3,111,234,388,1227,true
KAZ,FEM,TUR,798,702,531,696,2778,true
KAZ,FEM,TKM,7186,7170,8298,9146,6785,true
KAZ,FEM,UKR,0,114916,132123,192752,135148,true
KAZ,FEM,UZB,45428,67134,87182,113389,93533,true
KAZ,FEM,YEM,2025,2507,3104,3842,4492,true
KAZ,MAL,AZE,0,0,0,6554,4233,true
KAZ,MAL,BLR,0,0,0,27186,20716,true
KAZ,MAL,CAN,2647,2177,1726,1601,1742,true
KAZ,MAL,EST,0,0,0,3946,1671,true
KAZ,MAL,FRA,1506,148,282,47,2400,true
KAZ,MAL,GEO,0,0,0,6450,3983,true
KAZ,MAL,DEU,488,602,524,10510,10186,true
KAZ,MAL,HKG,1526,1382,90,413,5243,true
KAZ,MAL,ISR,4075,4731,7287,16166,28441,true
KAZ,MAL,KGZ,26403,32037,40870,55139,35812,true
KAZ,MAL,LVA,0,0,0,6962,3991,true
KAZ,MAL,LTU,0,0,0,7036,3081,true
KAZ,MAL,MDA,0,0,0,9264,7596,true
KAZ,MAL,POL,5770,4976,3543,2473,1684,true
KAZ,MAL,QAT,28,231,543,265,1810,true
KAZ,MAL,RUS,482120,602374,653103,801616,1135398,true
KAZ,MAL,TJK,10397,8639,10273,12205,9038,true
KAZ,MAL,THA,7,151,262,413,1298,true
KAZ,MAL,TUR,1070,872,612,704,2256,true
KAZ,MAL,TKM,5629,5616,6500,7163,5170,true
KAZ,MAL,UKR,0,90011,103488,150978,109924,true
KAZ,MAL,UZB,35582,52584,68287,88815,71266,true
KAZ,MAL,YEM,3510,4346,5380,6661,7787,true
KEN,TOT,AUS,483,1316,3248,4522,6855,true
KEN,TOT,CMR,37,42,33,1703,1434,true
KEN,TOT,CAN,500,2836,5279,12187,20230,true
KEN,TOT,COD,5,20483,12888,8907,7292,true
KEN,TOT,DJI,182,332,668,1047,1345,true
KEN,TOT,FRA,6219,14906,114,198,10493,true
KEN,TOT,IND,3083,3819,8518,7937,6801,true
KEN,TOT,ITA,23,36,148,238,1053,true
KEN,TOT,MWI,21,20,3154,3098,3044,true
KEN,TOT,NLD,5,133,365,1050,1825,true
KEN,TOT,NZL,132,610,898,957,1146,true
KEN,TOT,NGA,0,194,2003,777,1304,true
KEN,TOT,SOM,21,2031,655,855,1217,true
KEN,TOT,ZAF,1341,4237,7156,12756,6925,true
KEN,TOT,SDN,18517,17667,22663,31590,38111,true
KEN,TOT,SWE,0,126,278,520,1253,true
KEN,TOT,CHE,21,6,26,21,1084,true
KEN,TOT,TZA,101972,94510,40200,32871,31182,true
KEN,TOT,UGA,157120,156838,90213,30995,43186,true
KEN,TOT,GBR,7751,60648,104566,121741,130511,true
KEN,TOT,USA,848,1734,9525,17873,43978,true
KEN,FEM,AUS,222,613,1640,2135,3316,true
KEN,FEM,CAN,236,1369,2564,5188,9173,true
KEN,FEM,COD,2,10552,6619,4619,3807,true
KEN,FEM,FRA,2537,6093,53,93,5315,true
KEN,FEM,IND,1643,1985,4579,4180,4331,true
KEN,FEM,MWI,11,11,1583,1558,1533,true
KEN,FEM,ZAF,711,2105,3559,5344,3664,true
KEN,FEM,SDN,8809,8848,11233,15386,18484,true
KEN,FEM,TZA,48115,45787,22584,18897,17737,true
KEN,FEM,UGA,71253,67727,41456,16815,23643,true
KEN,FEM,GBR,3587,27920,50022,58894,64861,true
KEN,FEM,USA,427,962,4317,7930,19835,true
KEN,MAL,AUS,261,703,1608,2388,3539,true
KEN,MAL,CMR,22,25,20,1267,1064,true
KEN,MAL,CAN,263,1467,2715,6999,11057,true
KEN,MAL,COD,3,9931,6270,4288,3485,true
KEN,MAL,FRA,3683,8812,62,105,5178,true
KEN,MAL,IND,1439,1834,3939,3757,2470,true
KEN,MAL,MWI,10,9,1571,1541,1511,true
KEN,MAL,ZAF,630,2132,3597,7412,3261,true
KEN,MAL,SDN,9708,8819,11430,16204,19627,true
KEN,MAL,TZA,53857,48722,17616,13974,13445,true
KEN,MAL,UGA,85868,89112,48757,14181,19543,true
KEN,MAL,GBR,4164,32728,54543,62847,65649,true
KEN,MAL,USA,422,772,5208,9942,24143,true
KIR,TOT,NRU,2,0,367,995,1950,true
KIR,TOT,SLB,1443,1586,1622,1679,1404,true
KIR,TOT,USA,61,159,228,1001,6471,true
KIR,FEM,NRU,0,0,233,577,1007,true
KIR,FEM,USA,31,89,143,409,3393,true
KIR,MAL,USA,30,69,84,592,3079,true
PRK,TOT,ARG,479,752,1065,201,8201,true
PRK,TOT,BRA,644,25,83,2322,2360,true
PRK,TOT,CHN,39389,17673,21672,31900,40337,true
PRK,TOT,DEU,18,1110,62,826,1429,true
PRK,TOT,HKG,13080,3271,8173,1577,29763,true
PRK,TOT,KOR,100600,149316,500248,550504,431629,true
PRK,TOT,MAC,5845,2343,8486,9317,10084,true
PRK,TOT,USA,258,681,16492,6441,14607,true
PRK,FEM,ARG,151,333,531,85,4076,true
PRK,FEM,BRA,262,10,33,1197,1139,true
PRK,FEM,CHN,19088,8712,10264,14662,19941,true
PRK,FEM,HKG,5271,1468,3790,1036,22934,true
PRK,FEM,KOR,48261,73960,227364,255043,229477,true
PRK,FEM,MAC,2539,1093,4251,4402,4686,true
PRK,FEM,USA,128,331,9650,3690,8363,true
PRK,MAL,ARG,328,419,534,116,4125,true
PRK,MAL,BRA,382,15,50,1125,1221,true
PRK,MAL,CHN,20301,8961,11408,17237,20396,true
PRK,MAL,HKG,7809,1802,4383,541,6829,true
PRK,MAL,KOR,52339,75356,272883,295461,202152,true
PRK,MAL,MAC,3307,1250,4235,4915,5398,true
PRK,MAL,USA,130,350,6841,2751,6244,true
KOR,TOT,AUS,275,458,4353,19938,38329,true
KOR,TOT,AUT,65,291,759,1121,1617,true
KOR,TOT,BRA,2066,2540,7335,6174,6273,true
KOR,TOT,CAN,838,11024,21648,25619,80541,true
KOR,TOT,CHL,36,2,411,660,1048,true
KOR,TOT,CHN,179624,60214,22491,32282,47152,true
KOR,TOT,DNK,29,27,4089,7083,7911,true
KOR,TOT,FRA,3840,384,239,13762,6478,true
KOR,TOT,DEU,420,3845,16471,14690,22299,true
KOR,TOT,GUM,11,81,1882,3591,3255,true
KOR,TOT,GTM,90,17,31,280,1110,true
KOR,TOT,HKG,524,514,28,247,4679,true
KOR,TOT,ITA,248,459,523,3116,3908,true
KOR,TOT,JPN,622220,624009,667656,700574,685943,true
KOR,TOT,PRK,5800,6303,5978,5813,4185,true
KOR,TOT,MYS,3,121,364,1169,2593,true
KOR,TOT,MEX,292,318,130,389,1725,true
KOR,TOT,NLD,0,526,1456,4197,5189,true
KOR,TOT,NZL,51,128,865,1753,17608,true
KOR,TOT,MNP,62,84,114,2597,1828,true
KOR,TOT,NOR,3,375,2649,4890,6095,true
KOR,TOT,PRY,120,359,2373,4831,2092,true
KOR,TOT,PHL,213,12395,1057,766,2237,true
KOR,TOT,ESP,0,0,0,324,1741,true
KOR,TOT,SWE,46,86,383,7304,9069,true
KOR,TOT,CHE,222,255,154,283,1119,true
KOR,TOT,TWN,0,0,0,1930,10916,true
KOR,TOT,THA,56,114,346,610,1997,true
KOR,TOT,GBR,484,110,1201,30,10566,true
KOR,TOT,USA,12902,58927,313404,693692,896982,true
KOR,FEM,AUS,57,200,1965,10247,20584,true
KOR,FEM,AUT,27,124,475,723,1020,true
KOR,FEM,BRA,839,1139,3585,3183,3028,true
KOR,FEM,CAN,395,5403,10664,14257,46288,true
KOR,FEM,CHN,85048,28507,11440,16189,22677,true
KOR,FEM,DNK,18,11,2954,4846,5249,true
KOR,FEM,FRA,1834,186,120,7712,3281,true
KOR,FEM,DEU,165,2257,9102,7995,12354,true
KOR,FEM,GUM,7,23,842,1467,1320,true
KOR,FEM,HKG,211,230,20,162,3606,true
KOR,FEM,ITA,126,246,248,1870,2427,true
KOR,FEM,JPN,286239,296197,325799,349470,363931,true
KOR,FEM,PRK,2645,2993,2966,2898,2140,true
KOR,FEM,NLD,0,228,741,2513,3049,true
KOR,FEM,NZL,4,12,418,856,9173,true
KOR,FEM,NOR,2,292,1954,3296,3837,true
KOR,FEM,SWE,24,51,234,4926,5795,true
KOR,FEM,TWN,0,0,0,847,7558,true
KOR,FEM,GBR,176,49,626,17,6811,true
KOR,FEM,USA,6399,28644,184662,399505,513627,true
KOR,MAL,AUS,218,259,2388,9691,17745,true
KOR,MAL,BRA,1226,1401,3750,2991,3245,true
KOR,MAL,CAN,442,5621,10984,11362,34253,true
KOR,MAL,CHN,94576,31707,11051,16093,24476,true
KOR,MAL,DNK,11,16,1134,2237,2662,true
KOR,MAL,FRA,2005,198,118,6049,3197,true
KOR,MAL,DEU,256,1588,7369,6695,9945,true
KOR,MAL,GUM,4,58,1040,2123,1935,true
KOR,MAL,HKG,313,283,8,85,1074,true
KOR,MAL,ITA,123,213,275,1246,1482,true
KOR,MAL,JPN,335981,327812,341857,351104,322012,true
KOR,MAL,PRK,3155,3310,3012,2915,2046,true
KOR,MAL,MYS,2,65,193,633,2010,true
KOR,MAL,NLD,0,298,715,1685,2140,true
KOR,MAL,NZL,47,116,447,896,8435,true
KOR,MAL,MNP,36,48,65,990,1124,true
KOR,MAL,NOR,2,83,695,1594,2259,true
KOR,MAL,PRY,64,199,1223,2451,1099,true
KOR,MAL,PHL,112,6153,639,450,1283,true
KOR,MAL,SWE,23,35,149,2378,3274,true
KOR,MAL,TWN,0,0,0,1083,3358,true
KOR,MAL,THA,37,65,214,379,1252,true
KOR,MAL,GBR,308,61,575,14,3755,true
KOR,MAL,USA,6503,30283,128742,294187,383354,true
KWT,TOT,AUS,11,18,196,888,2400,true
KWT,TOT,CAN,98,1288,2529,675,9411,true
KWT,TOT,DNK,2,2,29,105,1009,true
KWT,TOT,EGY,1138,1801,2539,3000,2183,true
KWT,TOT,IND,48,167,4437,16379,7274,true
KWT,TOT,IRQ,1198,10143,16946,29221,8301,true
KWT,TOT,ISR,59,70,70,695,1570,true
KWT,TOT,LBN,39,4,21,420,5417,true
KWT,TOT,NLD,0,0,0,0,1404,true
KWT,TOT,OMN,308,443,1029,2985,4395,true
KWT,TOT,QAT,37,21,315,701,8095,true
KWT,TOT,SAU,1251,7048,35942,93641,101301,true
KWT,TOT,SYR,1930,536,754,1067,1403,true
KWT,TOT,ARE,11,342,3733,6927,11902,true
KWT,TOT,USA,277,217,5068,9772,22703,true
KWT,TOT,PSE,54458,64928,76872,101155,156362,true
KWT,TOT,YEM,4699,5818,7202,8916,10424,true
KWT,FEM,AUS,4,8,91,434,1117,true
KWT,FEM,CAN,46,631,1246,184,3802,true
KWT,FEM,IND,19,81,2263,8484,3723,true
KWT,FEM,IRQ,449,4477,7067,11409,3020,true
KWT,FEM,LBN,19,2,8,238,2349,true
KWT,FEM,OMN,169,243,563,1629,2389,true
KWT,FEM,QAT,10,6,54,215,1562,true
KWT,FEM,SAU,350,1798,8373,19914,24856,true
KWT,FEM,ARE,1,53,807,2070,2980,true
KWT,FEM,USA,110,106,1543,2826,9121,true
KWT,FEM,PSE,25228,29821,35163,46507,72156,true
KWT,FEM,YEM,1719,2128,2635,3262,3813,true
KWT,MAL,AUS,7,10,105,454,1283,true
KWT,MAL,CAN,52,657,1283,490,5609,true
KWT,MAL,EGY,660,1108,1565,1550,1242,true
KWT,MAL,IND,29,87,2174,7894,3551,true
KWT,MAL,IRQ,749,5667,9879,17813,5281,true
KWT,MAL,LBN,20,2,14,182,3068,true
KWT,MAL,OMN,139,200,466,1356,2005,true
KWT,MAL,QAT,28,15,262,487,6533,true
KWT,MAL,SAU,902,5250,27569,73727,76445,true
KWT,MAL,ARE,10,289,2926,4858,8923,true
KWT,MAL,USA,167,112,3525,6945,13582,true
KWT,MAL,PSE,29230,35107,41709,54649,84206,true
KWT,MAL,YEM,2980,3689,4567,5655,6610,true
KGZ,TOT,ARM,0,0,0,645,2612,true
KGZ,TOT,BLR,0,0,0,4792,3349,true
KGZ,TOT,HKG,316,310,17,149,2824,true
KGZ,TOT,ISR,2718,3230,5468,12527,23524,true
KGZ,TOT,KAZ,0,60951,9945,93616,73813,true
KGZ,TOT,LVA,0,0,0,2115,1221,true
KGZ,TOT,MDA,0,0,0,1846,1514,true
KGZ,TOT,RUS,0,0,93846,260914,463521,true
KGZ,TOT,TJK,5994,8298,11312,14926,11227,true
KGZ,TOT,TUR,655,552,401,491,1765,true
KGZ,TOT,TKM,0,2510,3014,3755,2753,true
KGZ,TOT,UKR,0,0,0,38745,29476,true
KGZ,TOT,UZB,0,50545,64761,79663,64926,true
KGZ,TOT,YEM,1941,2403,2975,3683,4306,true
KGZ,FEM,ARM,0,0,0,352,1504,true
KGZ,FEM,BLR,0,0,0,2613,1693,true
KGZ,FEM,HKG,127,139,6,98,2176,true
KGZ,FEM,ISR,1289,1571,2912,5732,10884,true
KGZ,FEM,KAZ,0,33240,5423,51054,40254,true
KGZ,FEM,RUS,0,0,51179,142290,252782,true
KGZ,FEM,TJK,3269,4525,6169,8140,6199,true
KGZ,FEM,TKM,0,1369,1644,2048,1520,true
KGZ,FEM,UKR,0,0,0,21130,15995,true
KGZ,FEM,UZB,0,27565,35318,43444,35852,true
KGZ,FEM,YEM,710,879,1088,1347,1575,true
KGZ,MAL,ARM,0,0,0,293,1108,true
KGZ,MAL,BLR,0,0,0,2179,1656,true
KGZ,MAL,ISR,1429,1659,2555,6795,12640,true
KGZ,MAL,KAZ,0,27711,4521,42562,33559,true
KGZ,MAL,RUS,0,0,42667,118624,210739,true
KGZ,MAL,TJK,2725,3772,5143,6786,5027,true
KGZ,MAL,TKM,0,1141,1370,1707,1233,true
KGZ,MAL,UKR,0,0,0,17615,13481,true
KGZ,MAL,UZB,0,22980,29443,36219,29074,true
KGZ,MAL,YEM,1231,1524,1887,2336,2731,true
LAO,TOT,AUS,74,123,5161,9360,9429,true
LAO,TOT,CAN,145,1912,3754,13570,13968,true
LAO,TOT,FRA,3737,374,39985,44832,6304,true
LAO,TOT,DEU,413,548,736,1740,34298,true
LAO,TOT,IDN,1931,1215,1239,1501,1342,true
LAO,TOT,JPN,3,48,106,1079,1846,true
LAO,TOT,NZL,33,129,233,472,1004,true
LAO,TOT,PHL,710,1257,3531,336,1869,true
LAO,TOT,THA,8124,14039,13675,16940,46108,true
LAO,TOT,USA,3163,2393,55861,188630,213399,true
LAO,FEM,AUS,31,54,2557,4604,4789,true
LAO,FEM,CAN,69,937,1849,6252,6876,true
LAO,FEM,FRA,1785,181,19341,22011,3193,true
LAO,FEM,DEU,149,195,288,757,16726,true
LAO,FEM,PHL,337,676,1397,182,1082,true
LAO,FEM,THA,3871,6654,7154,9224,25482,true
LAO,FEM,USA,1270,1163,26360,90616,104546,true
LAO,MAL,AUS,43,70,2604,4756,4640,true
LAO,MAL,CAN,77,975,1905,7318,7091,true
LAO,MAL,FRA,1952,192,20644,22821,3111,true
LAO,MAL,DEU,264,353,447,982,17572,true
LAO,MAL,THA,4253,7385,6521,7716,20626,true
LAO,MAL,USA,1893,1230,29501,98014,108852,true
LVA,TOT,ARM,0,0,0,220,1139,true
LVA,TOT,AUS,18406,23808,14545,9038,6627,true
LVA,TOT,BLR,0,0,0,10496,7335,true
LVA,TOT,CAN,9900,8328,6884,6887,7836,true
LVA,TOT,EST,5854,6778,8175,6467,4326,true
LVA,TOT,FIN,433,311,247,303,1125,true
LVA,TOT,FRA,7820,2850,1180,14,13193,true
LVA,TOT,DEU,16411,17037,16597,54620,56469,true
LVA,TOT,IRL,72,90,160,216,2689,true
LVA,TOT,KAZ,0,5723,0,5274,4158,true
LVA,TOT,LTU,17838,14507,12553,12247,8361,true
LVA,TOT,POL,11018,9488,6674,4438,2563,true
LVA,TOT,RUS,0,127388,143546,99932,102518,true
LVA,TOT,SWE,3147,744,682,2471,3032,true
LVA,TOT,UKR,0,21784,21038,20965,34354,true
LVA,TOT,USA,96715,74270,70923,65850,69779,true
LVA,TOT,UZB,0,2105,0,3038,2476,true
LVA,FEM,AUS,8659,11209,7552,4476,3535,true
LVA,FEM,BLR,0,0,0,5729,3711,true
LVA,FEM,CAN,4527,3908,3381,3770,4441,true
LVA,FEM,EST,3631,3115,4293,3375,2491,true
LVA,FEM,FRA,3736,1371,681,7,6683,true
LVA,FEM,DEU,8203,7725,8199,27759,29795,true
LVA,FEM,IRL,38,45,75,108,1258,true
LVA,FEM,KAZ,0,3124,0,2879,2270,true
LVA,FEM,LTU,11063,6667,6592,6392,4573,true
LVA,FEM,POL,5930,5100,3671,2506,1547,true
LVA,FEM,RUS,0,69535,78355,54548,55960,true
LVA,FEM,SWE,1557,387,285,1354,1832,true
LVA,FEM,UKR,0,11891,11484,11444,18715,true
LVA,FEM,USA,48895,37751,39592,37339,39390,true
LVA,FEM,UZB,0,1149,0,1658,1368,true
LVA,MAL,AUS,9747,12599,6993,4562,3092,true
LVA,MAL,BLR,0,0,0,4767,3624,true
LVA,MAL,CAN,5373,4420,3503,3116,3394,true
LVA,MAL,EST,2224,3663,3882,3092,1835,true
LVA,MAL,FRA,4085,1479,499,7,6511,true
LVA,MAL,DEU,8208,9312,8398,26861,26674,true
LVA,MAL,IRL,33,45,85,108,1431,true
LVA,MAL,KAZ,0,2599,0,2395,1889,true
LVA,MAL,LTU,6775,7840,5961,5855,3787,true
LVA,MAL,POL,5088,4388,3002,1932,1016,true
LVA,MAL,RUS,0,57853,65191,45384,46558,true
LVA,MAL,SWE,1590,357,396,1118,1200,true
LVA,MAL,UKR,0,9893,9555,9521,15639,true
LVA,MAL,USA,47821,36519,31331,28511,30389,true
LVA,MAL,UZB,0,956,0,1380,1108,true
LBN,TOT,ARG,13176,9002,5346,3651,1575,true
LBN,TOT,ARM,0,0,0,0,1871,true
LBN,TOT,AUS,6926,12301,47852,66906,70359,true
LBN,TOT,BHR,164,280,1633,2405,3551,true
LBN,TOT,BEL,65,387,1606,1889,1016,true
LBN,TOT,BRA,26356,24488,22371,17867,16068,true
LBN,TOT,BGR,238,249,255,253,1175,true
LBN,TOT,CAN,696,9160,17988,29043,66923,true
LBN,TOT,COD,196,3006,1882,1301,1065,true
LBN,TOT,CYP,13,43,74,106,1252,true
LBN,TOT,DNK,50,46,290,8425,11982,true
LBN,TOT,EGY,4879,8012,11500,8729,2503,true
LBN,TOT,FRA,6540,654,20626,36744,11033,true
LBN,TOT,GAB,13,211,420,791,1204,true
LBN,TOT,DEU,1056,1689,12287,18913,51611,true
LBN,TOT,GHA,1418,1500,486,1699,2912,true
LBN,TOT,GRC,25,72,1682,4582,1228,true
LBN,TOT,HKG,247,242,13,116,2204,true
LBN,TOT,HUN,1378,1474,1275,1086,1023,true
LBN,TOT,ISR,400,475,44713,25819,10694,true
LBN,TOT,ITA,496,1241,1076,8644,4163,true
LBN,TOT,JOR,757,1062,3291,1942,1814,true
LBN,TOT,KWT,6673,30203,45578,80917,76410,true
LBN,TOT,LBR,1905,2827,2721,2721,2588,true
LBN,TOT,LBY,223,2977,7568,11149,13348,true
LBN,TOT,MEX,3621,2179,2931,1351,1173,true
LBN,TOT,NLD,2,264,729,2102,3060,true
LBN,TOT,ANT,157,138,122,132,1028,true
LBN,TOT,NGA,1958,3355,27050,9519,15961,true
LBN,TOT,NOR,6,25,99,598,1214,true
LBN,TOT,QAT,145,883,4677,5552,2989,true
LBN,TOT,ROM,2,2,1,0,1020,true
LBN,TOT,SAU,533,2999,15294,39846,43106,true
LBN,TOT,ESP,0,0,0,561,1657,true
LBN,TOT,SWE,15,236,2163,14824,19817,true
LBN,TOT,CHE,442,529,1451,592,2342,true
LBN,TOT,SYR,2090,786,808,1143,1504,true
LBN,TOT,TUR,352,640,764,1381,1181,true
LBN,TOT,ARE,45,1354,14781,27426,47122,true
LBN,TOT,GBR,838,190,10783,4559,11219,true
LBN,TOT,USA,23394,29825,59509,99437,113215,true
LBN,TOT,VEN,3351,5527,6772,7572,6724,true
LBN,TOT,PSE,3981,4746,5619,7394,11429,true
LBN,TOT,YEM,5531,6847,8477,10495,12268,true
LBN,FEM,AUS,2611,5293,19318,31644,33714,true
LBN,FEM,BHR,72,116,407,665,1293,true
LBN,FEM,BRA,10156,9487,8940,7058,6200,true
LBN,FEM,CAN,329,4489,8861,11723,29970,true
LBN,FEM,DNK,30,19,83,3388,5417,true
LBN,FEM,EGY,2041,3679,5713,4178,1395,true
LBN,FEM,FRA,3124,317,8345,15497,5588,true
LBN,FEM,DEU,232,413,3444,7191,21266,true
LBN,FEM,GHA,463,521,240,844,1448,true
LBN,FEM,HKG,99,109,4,77,1698,true
LBN,FEM,ISR,196,238,22958,13410,6039,true
LBN,FEM,ITA,251,665,510,3075,1691,true
LBN,FEM,JOR,383,663,2083,1390,1155,true
LBN,FEM,KWT,1723,13371,19528,37255,29763,true
LBN,FEM,LBR,433,952,1296,1390,1322,true
LBN,FEM,LBY,121,1189,2684,3954,4734,true
LBN,FEM,NLD,0,63,216,794,1268,true
LBN,FEM,NGA,808,1253,10310,3800,6653,true
LBN,FEM,SAU,250,1314,6252,15173,18336,true
LBN,FEM,SWE,7,111,691,6360,8885,true
LBN,FEM,ARE,9,325,4790,11666,17301,true
LBN,FEM,GBR,305,84,4044,1946,4764,true
LBN,FEM,USA,11125,15111,26514,41989,50460,true
LBN,FEM,VEN,1406,2908,2594,2952,2790,true
LBN,FEM,PSE,1869,2209,2605,3445,5346,true
LBN,FEM,YEM,2023,2505,3101,3839,4488,true
LBN,MAL,AUS,4314,7007,28534,35262,36646,true
LBN,MAL,BHR,92,164,1226,1740,2258,true
LBN,MAL,BRA,16200,15001,13432,10809,9868,true
LBN,MAL,CAN,367,4671,9127,17320,36954,true
LBN,MAL,DNK,19,27,206,5038,6565,true
LBN,MAL,EGY,2837,4334,5786,4552,1109,true
LBN,MAL,FRA,3416,336,12280,21247,5445,true
LBN,MAL,DEU,824,1276,8843,11723,30345,true
LBN,MAL,GHA,955,979,246,855,1464,true
LBN,MAL,ISR,204,237,21755,12410,4656,true
LBN,MAL,ITA,245,576,566,5569,2472,true
LBN,MAL,KWT,4950,16832,26050,43662,46647,true
LBN,MAL,LBR,1472,1876,1425,1331,1267,true
LBN,MAL,LBY,102,1788,4884,7195,8614,true
LBN,MAL,NLD,0,201,513,1308,1792,true
LBN,MAL,NGA,1149,2102,16740,5719,9308,true
LBN,MAL,QAT,121,671,3343,4054,2100,true
LBN,MAL,SAU,283,1685,9042,24674,24770,true
LBN,MAL,ESP,0,0,0,348,1183,true
LBN,MAL,SWE,8,125,1472,8464,10932,true
LBN,MAL,CHE,181,307,730,327,1568,true
LBN,MAL,ARE,36,1029,9991,15761,29821,true
LBN,MAL,GBR,533,106,6739,2613,6455,true
LBN,MAL,USA,12269,14715,32995,57448,62755,true
LBN,MAL,VEN,1945,2619,4179,4619,3934,true
LBN,MAL,PSE,2112,2536,3014,3948,6084,true
LBN,MAL,YEM,3507,4342,5376,6655,7780,true
LSO,TOT,BWA,256,229,84,489,4808,true
LSO,TOT,MWI,203,199,31555,30999,30454,true
LSO,TOT,MOZ,2,29,133,4361,19502,true
LSO,TOT,REU,8,26,1947,2590,3842,true
LSO,TOT,ZAF,199144,190023,178089,286656,114095,true
LSO,TOT,USA,19,44,305,326,1163,true
LSO,FEM,BWA,113,101,38,245,2039,true
LSO,FEM,MWI,109,107,17309,17030,16755,true
LSO,FEM,MOZ,2,15,67,2616,11631,true
LSO,FEM,REU,6,14,909,1268,2010,true
LSO,FEM,ZAF,64306,43195,22275,81100,50013,true
LSO,MAL,BWA,143,128,45,244,2769,true
LSO,MAL,MWI,94,92,14245,13969,13698,true
LSO,MAL,MOZ,0,14,66,1744,7871,true
LSO,MAL,REU,2,12,1038,1322,1832,true
LSO,MAL,ZAF,134838,146829,155814,205556,64081,true
LBR,TOT,CIV,1989,3074,3942,2604,44023,true
LBR,TOT,GHA,6238,4084,710,976,1241,true
LBR,TOT,GIN,247,369,551,35154,117820,true
LBR,TOT,ISR,467,555,27382,17875,11441,true
LBR,TOT,NLD,0,0,0,0,2021,true
LBR,TOT,NGA,661,2265,20821,7751,12997,true
LBR,TOT,SLE,2130,3495,4315,4247,21026,true
LBR,TOT,USA,577,1506,4379,14188,42949,true
LBR,FEM,CIV,1107,1711,2247,1439,22981,true
LBR,FEM,GIN,156,235,353,18477,63678,true
LBR,FEM,ISR,227,276,14201,8927,5356,true
LBR,FEM,NGA,264,968,9238,3611,6291,true
LBR,FEM,SLE,924,1591,2062,2130,7560,true
LBR,FEM,USA,290,838,1813,6829,22285,true
LBR,MAL,CIV,882,1363,1695,1165,21042,true
LBR,MAL,GIN,91,134,198,16677,54142,true
LBR,MAL,ISR,241,279,13180,8948,6084,true
LBR,MAL,NLD,0,0,0,0,1365,true
LBR,MAL,NGA,396,1297,11584,4141,6706,true
LBR,MAL,SLE,1206,1903,2253,2118,13466,true
LBR,MAL,USA,287,668,2566,7360,20664,true
LBY,TOT,AUS,75,204,597,1235,1436,true
LBY,TOT,CAN,282,1586,2951,559,2502,true
LBY,TOT,TCD,812,898,992,1096,1242,true
LBY,TOT,EGY,590,3575,6855,6176,3122,true
LBY,TOT,HUN,327,1333,1229,1072,1021,true
LBY,TOT,ISR,25210,29955,1431,9889,21830,true
LBY,TOT,ITA,29,44,185,5167,3382,true
LBY,TOT,SDN,22615,21576,27677,15689,18928,true
LBY,TOT,TUN,365,6099,1807,2250,2120,true
LBY,TOT,TUR,211,384,459,830,3065,true
LBY,TOT,USA,595,1334,11113,8210,35552,true
LBY,TOT,PSE,1150,1371,1623,2135,3301,true
LBY,FEM,CAN,133,766,1433,212,1093,true
LBY,FEM,EGY,287,1249,2472,2996,1426,true
LBY,FEM,ISR,12401,15097,738,4414,10183,true
